timestamp,buy_vol,sell_vol,buy_sell_ratio
1690256100000,147.602,85.942,1.7175
1690256400000,86.523,58.803,1.4714
1690256700000,190.636,189.392,1.0066
1690257000000,302.651,120.772,2.506
1690257300000,96.422,126.667,0.7612
1690257600000,91.98,62.015,1.4832
1690257900000,182.009,194.792,0.9344
1690258200000,97.009,272.33,0.3562
1690258500000,171.938,219.355,0.7838
1690258800000,84.551,149.202,0.5667
1690259100000,183.429,233.259,0.7864
1690259400000,152.816,144.405,1.0582
1690259700000,154.84,224.008,0.6912
1690260000000,108.694,213.404,0.5093
1690260300000,165.833,137.763,1.2038
1690260600000,136.487,121.731,1.1212
1690260900000,110.988,41.105,2.7001
1690261200000,371.944,269.321,1.381
1690261500000,125.6,108.827,1.1541
1690261800000,138.751,35.611,3.8963
1690262100000,205.81,121.693,1.6912
1690262400000,152.832,32.081,4.7639
1690262700000,193.679,84.728,2.2859
1690263000000,274.244,129.516,2.1175
1690263300000,303.272,274.096,1.1064
1690263600000,227.013,258.277,0.879
1690263900000,306.717,141.338,2.1701
1690264200000,348.917,194.048,1.7981
1690264500000,105.403,190.799,0.5524
1690264800000,144.433,359.154,0.4021
1690265100000,219.404,131.01,1.6747
1690265400000,199.159,144.399,1.3792
1690265700000,109.992,199.307,0.5519
1690266000000,217.437,101.7,2.138
1690266300000,235.722,183.311,1.2859
1690266600000,230.799,228.367,1.0106
1690266900000,136.888,143.127,0.9564
1690267200000,213.196,301.393,0.7074
1690267500000,265.398,195.791,1.3555
1690267800000,130.417,102.087,1.2775
1690268100000,129.534,94.257,1.3743
1690268400000,407.829,217.014,1.8793
1690268700000,135.313,218.838,0.6183
1690269000000,197.63,238.906,0.8272
1690269300000,153.612,177.305,0.8664
1690269600000,155.475,170.877,0.9099
1690269900000,260.497,150.381,1.7322
1690270200000,143.585,184.434,0.7785
1690270500000,93.535,118.89,0.7867
1690270800000,185.759,432.747,0.4293
1690271100000,201.891,474.802,0.4252
1690271400000,257.526,183.351,1.4046
1690271700000,75.79,202.119,0.375
1690272000000,288.697,162.724,1.7742
1690272300000,149.353,273.456,0.5462
1690272600000,104.708,305.52,0.3427
1690272900000,142.097,164.817,0.8622
1690273200000,148.308,124.825,1.1881
1690273500000,230.347,86.606,2.6597
1690273800000,112.819,211.558,0.5333
1690274100000,293.038,162.833,1.7996
1690274400000,440.653,303.601,1.4514
1690274700000,326.278,168.158,1.9403
1690275000000,827.259,366.015,2.2602
1690275300000,392.299,281.673,1.3927
1690275600000,330.918,378.487,0.8743
1690275900000,139.978,169.348,0.8266
1690276200000,189.168,233.972,0.8085
1690276500000,120.917,235.139,0.5142
1690276800000,715.785,239.148,2.9931
1690277100000,350.632,286.421,1.2242
1690277400000,401.604,476.595,0.8427
1690277700000,3324.422,1726.403,1.9256
1690278000000,1174.102,1465.075,0.8014
1690278300000,493.592,496.527,0.9941
1690278600000,399.841,932.078,0.429
1690278900000,312.525,792.729,0.3942
1690279200000,442.108,783.362,0.5644
1690279500000,820.637,374.831,2.1894
1690279800000,204.238,210.326,0.9711
1690280100000,238.306,269.194,0.8853
1690280400000,160.858,92.458,1.7398
1690280700000,434.431,138.891,3.1279
1690281000000,159.92,244.797,0.6533
1690281300000,99.042,206.542,0.4795
1690281600000,181.679,237.237,0.7658
1690281900000,149.648,180.791,0.8277
1690282200000,265.065,295.705,0.8964
1690282500000,201.924,166.317,1.2141
1690282800000,234.42,247.676,0.9465
1690283100000,128.433,271.792,0.4725
1690283400000,133.725,137.789,0.9705
1690283700000,215.926,258.848,0.8342
1690284000000,152.086,146.629,1.0372
1690284300000,145.67,100.798,1.4452
1690284600000,258.268,538.345,0.4797
1690284900000,647.293,496.656,1.3033
1690285200000,429.476,690.171,0.6223
1690285500000,333.895,416.023,0.8026
1690285800000,182.444,608.732,0.2997
1690286100000,212.108,373.351,0.5681
1690286400000,577.645,271.127,2.1305
1690286700000,145.36,350.455,0.4148
1690287000000,236.302,577.751,0.409
1690287300000,369.482,601.722,0.614
1690287600000,363.708,168.547,2.1579
1690287900000,366.899,145.719,2.5179
1690288200000,232.517,98.565,2.359
1690288500000,55.756,141.371,0.3944
1690288800000,107.942,110.903,0.9733
1690289100000,140.23,158.663,0.8838
1690289400000,174.122,249.253,0.6986
1690289700000,141.59,79.656,1.7775
1690290000000,434.457,926.866,0.4687
1690290300000,1095.236,370.014,2.96
1690290600000,348.53,487.518,0.7149
1690290900000,460.269,249.419,1.8454
1690291200000,397.755,160.342,2.4807
1690291500000,1245.11,446.29,2.7899
1690291800000,2881.005,1346.082,2.1403
1690292100000,3571.895,2223.796,1.6062
1690292400000,3775.684,2192.482,1.7221
1690292700000,2412.767,3040.912,0.7934
1690293000000,1233.852,1758.669,0.7016
1690293300000,859.105,586.806,1.464
1690293600000,842.752,992.83,0.8488
1690293900000,600.55,405.601,1.4806
1690294200000,1262.17,886.831,1.4232
1690294500000,1470.135,2044.07,0.7192
1690294800000,497.685,790.084,0.6299
1690295100000,343.7,322.247,1.0666
1690295400000,963.349,1876.669,0.5133
1690295700000,1002.841,624.729,1.6052
1690296000000,516.31,806.261,0.6404
1690296300000,465.758,523.002,0.8905
1690296600000,765.079,994.712,0.7691
1690296900000,483.252,369.926,1.3063
1690297200000,640.714,381.621,1.6789
1690297500000,343.149,435.25,0.7884
1690297800000,162.243,162.205,1.0002
1690298100000,408.685,151.953,2.6895
1690298400000,276.786,347.327,0.7969
1690298700000,388.061,301.574,1.2868
1690299000000,414.358,238.592,1.7367
1690299300000,148.112,129.615,1.1427
1690299600000,257.761,141.819,1.8175
1690299900000,227.053,314.353,0.7223
1690300200000,192.089,249.543,0.7698
1690300500000,321.134,654.173,0.4909
1690300800000,306.822,169.439,1.8108
1690301100000,574.644,304.571,1.8867
1690301400000,678.512,386.992,1.7533
1690301700000,1519.498,791.931,1.9187
1690302000000,332.315,691.498,0.4806
1690302300000,193.651,312.734,0.6192
1690302600000,225.439,375.268,0.6007
1690302900000,268.942,180.11,1.4932
1690303200000,179.257,143.52,1.249
1690303500000,233.142,601.214,0.3878
1690303800000,234.245,155.141,1.5099
1690304100000,224.083,146.279,1.5319
1690304400000,189.191,157.124,1.2041
1690304700000,179.444,423.94,0.4233
1690305000000,471.013,506.578,0.9298
1690305300000,230.975,107.034,2.158
1690305600000,192.951,108.864,1.7724
1690305900000,750.188,442.437,1.6956
1690306200000,277.904,317.892,0.8742
1690306500000,626.33,323.171,1.9381
1690306800000,163.926,270.23,0.6066
1690307100000,454.383,756.215,0.6009
1690307400000,195.321,190.906,1.0231
1690307700000,201.362,153.433,1.3124
1690308000000,177.668,231.96,0.7659
1690308300000,469.366,394.488,1.1898
1690308600000,454.108,464.582,0.9775
1690308900000,169.981,192.278,0.884
1690309200000,233.33,226.248,1.0313
1690309500000,151.921,120.302,1.2628
1690309800000,201.5,199.43,1.0104
1690310100000,1523.357,862.843,1.7655
1690310400000,2361.076,1883.215,1.2537
1690310700000,597.428,669.922,0.8918
1690311000000,569.475,525.718,1.0832
1690311300000,288.734,320.177,0.9018
1690311600000,195.584,225.617,0.8669
1690311900000,210.612,62.083,3.3924
1690312200000,185.79,273.398,0.6796
1690312500000,125.531,207.987,0.6036
1690312800000,150.34,262.788,0.5721
1690313100000,222.161,174.706,1.2716
1690313400000,189.412,300.995,0.6293
1690313700000,359.034,496.089,0.7237
1690314000000,283.735,394.238,0.7197
1690314300000,184.717,315.484,0.5855
1690314600000,274.704,455.891,0.6026
1690314900000,449.764,454.047,0.9906
1690315200000,1035.588,815.772,1.2695
1690315500000,275.438,177.427,1.5524
1690315800000,131.21,230.257,0.5698
1690316100000,138.046,123.993,1.1133
1690316400000,190.418,163.385,1.1655
1690316700000,259.798,82.195,3.1608
1690317000000,144.322,160.912,0.8969
1690317300000,142.574,131.438,1.0847
1690317600000,78.312,63.434,1.2345
1690317900000,110.549,96.592,1.1445
1690318200000,140.052,172.184,0.8134
1690318500000,145.925,79.418,1.8374
1690318800000,76.269,117.073,0.6515
1690319100000,56.231,42.211,1.3321
1690319400000,123.571,208.256,0.5934
1690319700000,88.047,57.405,1.5338
1690320000000,123.938,34.238,3.6199
1690320300000,141.724,91.858,1.5429
1690320600000,75.523,76.121,0.9921
1690320900000,61.728,103.204,0.5981
1690321200000,61.671,101.998,0.6046
1690321500000,41.448,188.511,0.2199
1690321800000,144.287,113.629,1.2698
1690322100000,84.669,28.471,2.9739
1690322400000,421.053,273.347,1.5404
1690322700000,340.157,266.093,1.2783
1690323000000,121.993,127.48,0.957
1690323300000,100.38,203.247,0.4939
1690323600000,121.383,105.936,1.1458
1690323900000,110.511,140.07,0.789
1690324200000,52.041,107.546,0.4839
1690324500000,116.824,77.102,1.5152
1690324800000,43.721,41.659,1.0495
1690325100000,80.692,129.248,0.6243
1690325400000,69.348,80.266,0.864
1690325700000,61.579,197.999,0.311
1690326000000,168.983,81.34,2.0775
1690326300000,130.133,231.813,0.5614
1690326600000,126.419,135.765,0.9312
1690326900000,152.477,75.154,2.0289
1690327200000,76.176,118.678,0.6419
1690327500000,81.021,45.814,1.7685
1690327800000,260.405,67.185,3.8759
1690328100000,87.928,165.169,0.5324
1690328400000,73.648,71.981,1.0232
1690328700000,76.507,43.179,1.7719
1690329000000,173.849,139.8,1.2436
1690329300000,106.29,126.531,0.84
1690329600000,183.964,234.346,0.785
1690329900000,157.515,110.879,1.4206
1690330200000,151.977,477.664,0.3182
1690330500000,278.128,330.305,0.842
1690330800000,343.365,754.326,0.4552
1690331100000,1121.275,1826.359,0.6139
1690331400000,242.456,360.87,0.6719
1690331700000,146.576,135.488,1.0818
1690332000000,327.526,89.087,3.6765
1690332300000,102.383,371.717,0.2754
1690332600000,213.655,121.882,1.753
1690332900000,98.469,134.264,0.7334
1690333200000,172.928,139.989,1.2353
1690333500000,827.897,914.336,0.9055
1690333800000,164.426,120.423,1.3654
1690334100000,188.674,203.77,0.9259
1690334400000,303.073,245.484,1.2346
1690334700000,145.547,206.642,0.7043
1690335000000,163.445,344.877,0.4739
1690335300000,1047.339,1356.059,0.7723
1690335600000,294.097,248.321,1.1843
1690335900000,252.474,284.965,0.886
1690336200000,86.196,72.505,1.1888
1690336500000,91.074,302.669,0.3009
1690336800000,249.733,162.084,1.5408
1690337100000,188.087,238.376,0.789
1690337400000,125.302,165.937,0.7551
1690337700000,170.093,77.815,2.1859
1690338000000,191.648,86.144,2.2247
1690338300000,831.712,239.788,3.4685
1690338600000,549.477,284.725,1.9299
1690338900000,288.096,147.214,1.957
1690339200000,424.054,119.538,3.5474
1690339500000,201.009,91.129,2.2058
1690339800000,306.624,123.962,2.4735
1690340100000,2796.498,938.897,2.9785
1690340400000,580.14,764.141,0.7592
1690340700000,3247.92,1061.506,3.0597
1690341000000,3245.162,3405.865,0.9528
1690341300000,1716.427,2920.323,0.5878
1690341600000,540.831,1314.453,0.4114
1690341900000,143.418,278.538,0.5149
1690342200000,447.204,594.57,0.7521
1690342500000,472.005,160.636,2.9384
1690342800000,175.206,118.238,1.4818
1690343100000,143.871,121.893,1.1803
1690343400000,133.974,207.551,0.6455
1690343700000,112.677,101.081,1.1147
1690344000000,114.3,214.223,0.5336
1690344300000,416.142,321.256,1.2954
1690344600000,167.331,114.708,1.4588
1690344900000,166.954,413.668,0.4036
1690345200000,366.586,295.756,1.2395
1690345500000,135.268,244.156,0.554
1690345800000,257.111,87.796,2.9285
1690346100000,168.48,260.918,0.6457
1690346400000,164.906,247.794,0.6655
1690346700000,157.925,140.181,1.1266
1690347000000,122.348,90.635,1.3499
1690347300000,146.505,200.973,0.729
1690347600000,156.36,145.858,1.072
1690347900000,978.155,249.927,3.9138
1690348200000,293.571,145.98,2.011
1690348500000,883.695,293.116,3.0148
1690348800000,151.732,166.744,0.91
1690349100000,126.002,48.204,2.6139
1690349400000,67.691,134.031,0.505
1690349700000,211.634,54.965,3.8503
1690350000000,313.967,132.905,2.3623
1690350300000,357.064,249.83,1.4292
1690350600000,115.943,181.192,0.6399
1690350900000,215.927,133.328,1.6195
1690351200000,130.566,251.934,0.5183
1690351500000,142.48,177.269,0.8038
1690351800000,55.159,85.653,0.644
1690352100000,116.695,94.878,1.2299
1690352400000,108.437,126.897,0.8545
1690352700000,137.319,87.401,1.5711
1690353000000,86.889,68.202,1.274
1690353300000,1053.143,334.993,3.1438
1690353600000,2263.762,4514.995,0.5014
1690353900000,647.894,622.517,1.0408
1690354200000,235.447,297.029,0.7927
1690354500000,39.038,85.82,0.4549
1690354800000,121.582,71.677,1.6962
1690355100000,270.313,102.183,2.6454
1690355400000,178.059,174.791,1.0187
1690355700000,107.86,379.865,0.2839
1690356000000,205.614,242.432,0.8481
1690356300000,125.243,105.311,1.1893
1690356600000,96.585,170.258,0.5673
1690356900000,208.146,210.074,0.9908
1690357200000,161.678,159.689,1.0125
1690357500000,211.972,92.046,2.3029
1690357800000,56.902,50.807,1.12
1690358100000,143.139,54.852,2.6095
1690358400000,246.042,136.321,1.8049
1690358700000,120.34,107.56,1.1188
1690359000000,135.249,306.235,0.4417
1690359300000,84.714,74.969,1.13
1690359600000,86.46,158.782,0.5445
1690359900000,107.225,199.514,0.5374
1690360200000,98.976,124.728,0.7935
1690360500000,204.444,81.654,2.5038
1690360800000,123.167,116.594,1.0564
1690361100000,123.255,77.875,1.5827
1690361400000,110.806,86.409,1.2823
1690361700000,78.522,131.372,0.5977
1690362000000,123.687,97.957,1.2627
1690362300000,69.878,46.735,1.4952
1690362600000,52.233,167.806,0.3113
1690362900000,73.434,79.775,0.9205
1690363200000,112.959,237.998,0.4746
1690363500000,176.827,323.068,0.5473
1690363800000,438.359,440.949,0.9941
1690364100000,162.571,185.228,0.8777
1690364400000,332.667,555.268,0.5991
1690364700000,406.72,348.127,1.1683
1690365000000,134.292,149.64,0.8974
1690365300000,175.779,170.179,1.0329
1690365600000,260.438,429.838,0.6059
1690365900000,194.456,240.847,0.8074
1690366200000,275.089,171.726,1.6019
1690366500000,143.875,106.312,1.3533
1690366800000,200.482,97.958,2.0466
1690367100000,67.928,69.788,0.9733
1690367400000,227.357,197.395,1.1518
1690367700000,217.389,106.542,2.0404
1690368000000,98.921,79.616,1.2425
1690368300000,82.763,116.254,0.7119
1690368600000,100.9,95.198,1.0599
1690368900000,109.311,167.596,0.6522
1690369200000,176.091,176.522,0.9976
1690369500000,137.005,103.435,1.3246
1690369800000,185.973,266.518,0.6978
1690370100000,302.801,171.741,1.7631
1690370400000,92.493,238.85,0.3872
1690370700000,77.732,138.28,0.5621
1690371000000,136.696,84.896,1.6102
1690371300000,42.494,111.935,0.3796
1690371600000,110.311,160.035,0.6893
1690371900000,86.181,347.107,0.2483
1690372200000,293.133,494.781,0.5924
1690372500000,228.269,187.901,1.2148
1690372800000,247.519,248.115,0.9976
1690373100000,187.629,100.472,1.8675
1690373400000,247.709,91.523,2.7065
1690373700000,167.704,93.015,1.803
1690374000000,479.446,145.926,3.2855
1690374300000,346.268,269.687,1.284
1690374600000,344.105,393.329,0.8749
1690374900000,169.955,177.495,0.9575
1690375200000,152.939,346.932,0.4408
1690375500000,138.634,257.212,0.539
1690375800000,243.606,117.87,2.0667
1690376100000,98.435,108.596,0.9064
1690376400000,522.874,229.254,2.2808
1690376700000,92.51,217.822,0.4247
1690377000000,3079.09,1450.081,2.1234
1690377300000,319.265,458.639,0.6961
1690377600000,163.461,259.203,0.6306
1690377900000,327.264,188.832,1.7331
1690378200000,492.227,481.695,1.0219
1690378500000,330.017,209.348,1.5764
1690378800000,663.901,714.524,0.9292
1690379100000,321.291,527.964,0.6085
1690379400000,538.685,582.832,0.9243
1690379700000,359.637,446.286,0.8058
1690380000000,2543.801,3222.677,0.7893
1690380300000,1189.966,2144.849,0.5548
1690380600000,457.021,583.391,0.7834
1690380900000,244.755,253.479,0.9656
1690381200000,493.273,298.379,1.6532
1690381500000,225.326,372.872,0.6043
1690381800000,456.158,670.455,0.6804
1690382100000,133.105,248.497,0.5356
1690382400000,145.947,288.909,0.5052
1690382700000,397.257,604.472,0.6572
1690383000000,266.994,551.988,0.4837
1690383300000,189.389,207.716,0.9118
1690383600000,421.513,295.281,1.4275
1690383900000,205.583,155.74,1.32
1690384200000,314.698,166.099,1.8946
1690384500000,1296.677,686.36,1.8892
1690384800000,176.187,194.594,0.9054
1690385100000,138.483,270.247,0.5124
1690385400000,382.713,322.979,1.1849
1690385700000,446.023,396.19,1.1258
1690386000000,298.304,388.236,0.7684
1690386300000,353.515,169.427,2.0865
1690386600000,360.392,299.102,1.2049
1690386900000,176.808,204.049,0.8665
1690387200000,177.965,233.645,0.7617
1690387500000,197.061,165.338,1.1919
1690387800000,228.751,541.728,0.4223
1690388100000,1395.371,1399.167,0.9973
1690388400000,668.319,876.071,0.7629
1690388700000,674.259,634.12,1.0633
1690389000000,543.907,279.917,1.9431
1690389300000,756.952,1541.937,0.4909
1690389600000,263.48,541.6,0.4865
1690389900000,244.41,261.071,0.9362
1690390200000,260.515,272.779,0.955
1690390500000,505.137,213.7,2.3638
1690390800000,366.663,171.371,2.1396
1690391100000,179.442,265.106,0.6769
1690391400000,407.994,665.912,0.6127
1690391700000,175.347,137.662,1.2738
1690392000000,339.691,445.291,0.7629
1690392300000,210.98,313.703,0.6725
1690392600000,214.121,140.885,1.5198
1690392900000,151.219,228.126,0.6629
1690393200000,227.75,138.283,1.647
1690393500000,261.172,427.933,0.6103
1690393800000,521.394,262.296,1.9878
1690394100000,1256.58,1525.661,0.8236
1690394400000,4239,3605.565,1.1757
1690394700000,1239.015,1087.373,1.1395
1690395000000,3836.576,2599.639,1.4758
1690395300000,1539.019,2032.8,0.7571
1690395600000,710.927,853.651,0.8328
1690395900000,1291.873,1531.26,0.8437
1690396200000,735.522,650.779,1.1302
1690396500000,2039.699,1629.599,1.2517
1690396800000,5384.205,4437.467,1.2134
1690397100000,1643.919,2562.293,0.6416
1690397400000,1428.554,1041.423,1.3717
1690397700000,423.809,646.383,0.6557
1690398000000,683.944,938.486,0.7288
1690398300000,2672.274,3384.602,0.7895
1690398600000,1933.6,2268.015,0.8526
1690398900000,1535.71,1009.374,1.5214
1690399200000,2121.054,1101.68,1.9253
1690399500000,1014.825,1078.713,0.9408
1690399800000,478.22,563.207,0.8491
1690400100000,602.192,316.047,1.9054
1690400400000,473.822,325.531,1.4555
1690400700000,464.662,448.4,1.0363
1690401000000,299.05,623.17,0.4799
1690401300000,466.543,383.595,1.2162
1690401600000,597.804,557.305,1.0727
1690401900000,2018.976,1490.724,1.3544
1690402200000,939.03,619.095,1.5168
1690402500000,3775.686,2093.027,1.8039
1690402800000,1150.549,2245.124,0.5125
1690403100000,583.913,775.343,0.7531
1690403400000,1225.718,660.535,1.8556
1690403700000,2945.401,1931.109,1.5252
1690404000000,4985.86,3156.505,1.5796
1690404300000,1421.762,1155.391,1.2305
1690404600000,1852.004,1638.324,1.1304
1690404900000,1247.883,1873.338,0.6661
1690405200000,959.295,812.606,1.1805
1690405500000,382.815,464.912,0.8234
1690405800000,630.129,630.324,0.9997
1690406100000,580.372,607.533,0.9553
1690406400000,1018.52,1841.508,0.5531
1690406700000,1731.013,3120.396,0.5547
1690407000000,1479.703,1434.37,1.0316
1690407300000,790.593,698.653,1.1316
1690407600000,493.041,376.294,1.3103
1690407900000,184.508,116.855,1.5789
1690408200000,132.176,383.054,0.3451
1690408500000,494.447,572.447,0.8637
1690408800000,600.57,487.406,1.2322
1690409100000,353.607,252.654,1.3996
1690409400000,192.681,149.403,1.2897
1690409700000,181.561,171.754,1.0571
1690410000000,234.841,338.835,0.6931
1690410300000,397.818,350.674,1.1344
1690410600000,572.773,272.262,2.1038
1690410900000,1042.865,1350.251,0.7723
1690411200000,492.46,1023.01,0.4814
1690411500000,331.47,194.829,1.7013
1690411800000,253.463,139.017,1.8233
1690412100000,357.95,170.174,2.1034
1690412400000,300.231,256.629,1.1699
1690412700000,1515.311,570.437,2.6564
1690413000000,253.314,508.179,0.4985
1690413300000,331.089,546.557,0.6058
1690413600000,2134.183,3468.622,0.6153
1690413900000,397.485,332.157,1.1967
1690414200000,259.205,245.818,1.0545
1690414500000,519.927,1184.703,0.4389
1690414800000,1126.832,2023.796,0.5568
1690415100000,1453.54,1318.277,1.1026
1690415400000,397.298,320.784,1.2385
1690415700000,216.515,154.545,1.401
1690416000000,320.073,420.415,0.7613
1690416300000,207.175,448.663,0.4618
1690416600000,330.185,182.463,1.8096
1690416900000,352.461,434.476,0.8112
1690417200000,478.652,129.592,3.6935
1690417500000,235.405,152.753,1.5411
1690417800000,479.665,268.651,1.7855
1690418100000,133.487,230.244,0.5798
1690418400000,171.181,184.149,0.9296
1690418700000,244.01,450.697,0.5414
1690419000000,220.777,134.624,1.64
1690419300000,363.17,143.281,2.5347
1690419600000,162.655,209.93,0.7748
1690419900000,508.769,173.687,2.9292
1690420200000,449.321,234.779,1.9138
1690420500000,708.431,310.156,2.2841
1690420800000,377.179,245.117,1.5388
1690421100000,323.113,379.991,0.8503
1690421400000,369.89,587.822,0.6293
1690421700000,153.269,252.206,0.6077
1690422000000,77.044,83.722,0.9202
1690422300000,178.433,159.735,1.1171
1690422600000,116.764,93.117,1.2539
1690422900000,184.969,68.169,2.7134
1690423200000,306.212,248.659,1.2315
1690423500000,86.788,303.739,0.2857
1690423800000,52.264,91.274,0.5726
1690424100000,155.522,206.383,0.7536
1690424400000,189.774,78.695,2.4115
1690424700000,170.594,160.175,1.065
1690425000000,310.335,98.774,3.1419
1690425300000,103.756,138.942,0.7468
1690425600000,135.651,74.721,1.8154
1690425900000,207.991,116.58,1.7841
1690426200000,109.693,122.313,0.8968
1690426500000,1031.686,324.204,3.1822
1690426800000,247.85,343.738,0.721
1690427100000,150.457,141.397,1.0641
1690427400000,261.265,115.008,2.2717
1690427700000,188.945,296.145,0.638
1690428000000,106.676,309.255,0.3449
1690428300000,92.767,56.773,1.634
1690428600000,125.761,123.22,1.0206
1690428900000,295.82,173.891,1.7012
1690429200000,151.896,270.896,0.5607
1690429500000,33.323,160.339,0.2078
1690429800000,66.798,89.63,0.7453
1690430100000,68.27,420.448,0.1624
1690430400000,366.568,134.437,2.7267
1690430700000,153.98,122.594,1.256
1690431000000,129.864,179.328,0.7242
1690431300000,263.286,49.371,5.3328
1690431600000,147.176,121.324,1.2131
1690431900000,227.508,312.128,0.7289
1690432200000,677.148,208.761,3.2437
1690432500000,1130.208,702.932,1.6078
1690432800000,237.202,248.595,0.9542
1690433100000,182.795,315.187,0.58
1690433400000,236.612,202.448,1.1688
1690433700000,286.666,227.138,1.2621
1690434000000,448.87,448.513,1.0008
1690434300000,518.012,419.556,1.2347
1690434600000,294.57,449.864,0.6548
1690434900000,232.373,149.871,1.5505
1690435200000,448.636,292.78,1.5323
1690435500000,537.548,323.528,1.6615
1690435800000,355.1,329.854,1.0765
1690436100000,139.934,141.393,0.9897
1690436400000,151.192,175.8,0.86
1690436700000,234.386,111.516,2.1018
1690437000000,100.245,165.413,0.606
1690437300000,57.936,205.662,0.2817
1690437600000,538.133,633.404,0.8496
1690437900000,319.013,182.288,1.75
1690438200000,157.1,169.91,0.9246
1690438500000,61.564,178.557,0.3448
1690438800000,66.058,194.849,0.339
1690439100000,63.897,345.452,0.185
1690439400000,158.043,206.129,0.7667
1690439700000,195.081,346.359,0.5632
1690440000000,377.62,1078.847,0.35
1690440300000,260.401,479.217,0.5434
1690440600000,207.886,346.668,0.5997
1690440900000,214.432,301.561,0.7111
1690441200000,699.073,308.954,2.2627
1690441500000,227.812,164.823,1.3822
1690441800000,145.855,94.696,1.5402
1690442100000,321.112,91.555,3.5073
1690442400000,402.97,166.745,2.4167
1690442700000,134.084,267.453,0.5013
1690443000000,402.634,190.199,2.1169
1690443300000,135.316,201.707,0.6709
1690443600000,309.801,226.866,1.3656
1690443900000,413.834,586.726,0.7053
1690444200000,332.566,445.792,0.746
1690444500000,301.151,385.192,0.7818
1690444800000,238.524,361.339,0.6601
1690445100000,193.351,211.037,0.9162
1690445400000,402.28,309.619,1.2993
1690445700000,115.976,285.609,0.4061
1690446000000,209.147,119.004,1.7575
1690446300000,494.622,272.057,1.8181
1690446600000,230.316,165.291,1.3934
1690446900000,157.301,325.278,0.4836
1690447200000,175.324,671.1,0.2612
1690447500000,1062.587,238.557,4.4542
1690447800000,236.728,384.524,0.6156
1690448100000,244.7,264.464,0.9253
1690448400000,640.606,350.675,1.8268
1690448700000,323.965,287.123,1.1283
1690449000000,188.94,118.473,1.5948
1690449300000,339.985,199.701,1.7025
1690449600000,1547.426,698.257,2.2161
1690449900000,1190.24,1036.45,1.1484
1690450200000,253.01,446.453,0.5667
1690450500000,229.86,228.71,1.005
1690450800000,112.463,264.138,0.4258
1690451100000,804.791,410.38,1.9611
1690451400000,408.606,487.144,0.8388
1690451700000,625.021,577.076,1.0831
1690452000000,217.886,562.395,0.3874
